,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
784,heydayskincare.com,subdomains,23.227.38.32,,47,782893,798,649,0,0,674,580,34,2963,2616,598,347,68,0,0,0,0,12279,8728
785,vxdas.com,subdomains,23.227.38.32,,20,7933084,140,67,0,0,160,139,38,489501,489446,305,53,660,2,0,0,0,3743,10124
786,himalayawellness.in,subdomains,23.227.38.32,,56,353235,787,551,1,0,682,590,21,35700,24998,2357,10122,1405,2,0,1,0,9646,27607
787,crazydeals.com.br,subdomains,23.227.38.32,,25,5969873,80,30,0,0,42,40,6,269,234,117,0,10,0,35,0,0,3906,6154
788,lifeawesome.net,subdomains,23.227.38.32,,13,12473203,487,254,0,3,505,424,4,51630,51623,2791,7,7,0,0,0,184,391,146
789,fuegobox.com,subdomains,23.227.38.32,,45,961376,574,383,0,0,531,450,17,13801,13760,1973,34,372,0,0,0,0,3337,9556
790,supervapestore.com.au,subdomains,23.227.38.32,,26,5482868,313,252,0,1,308,271,44,69610,69215,577,380,187,0,10,0,46,10173,17288
791,sourcebmx.com,subdomains,23.227.38.32,,52,514054,600,367,1,1,566,500,24,72980,72753,2074,221,1552,6,0,4,3,45584,75689
792,livingvega.com,subdomains,23.227.38.32,,5,28143587,37,24,0,0,34,34,95,363,362,143,1,2,0,0,0,0,556,211
793,hotsaleve.com,subdomains,23.227.38.32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,6
794,katinusa.com,subdomains,23.227.38.32,,33,2803043,306,228,0,1,283,255,89,3909,3827,626,82,524,0,0,0,2,4361,9463
795,glassbottleoutlet.com,subdomains,23.227.38.32,,26,5488559,145,55,0,0,152,131,24,1408,1389,1224,17,53,2,0,0,0,7057,2569
796,mensuas.com,subdomains,23.227.38.32,,54,398833,609,342,0,1,485,422,670,129378,129272,10705,94,34887,0,0,0,0,12198,35445
797,sparkleinpink.com,subdomains,23.227.38.32,,16,10481836,252,94,0,0,255,198,17,5745,5729,2090,16,2348,0,0,0,0,16583,21984
798,oeyes.com,subdomains,23.227.38.32,,10,16213474,60,39,0,0,62,53,11,1178,1006,110,6,11,0,166,0,0,915,75
799,kswiss.com,subdomains,23.227.38.32,,67,121064,2899,2214,1,1,2397,1921,166,2161132,2160920,6013,206,1969174,4,0,3,2,62030,52910
800,foco.com,subdomains,23.227.38.32,,39,1552053,454,243,0,4,399,359,12,4607,4388,686,219,228,0,0,0,6,66088,15143
801,heycarson.com,subdomains,23.227.38.32,,71,71883,272,169,0,0,242,226,717,1619,1449,626,26,164,4,0,0,0,3045,905
802,bhcosmetics.de,subdomains,23.227.38.32,,31,3354119,386,239,0,0,313,252,22,6609,6112,1458,121,1486,3,0,0,0,4903,3881
803,novanym.com,subdomains,23.227.38.32,,39,1539209,1080,738,0,1,551,504,124,49677,35883,1779,13793,28586,0,0,0,1,21922,94959
804,kase.com,subdomains,23.227.38.32,,32,3055910,612,322,1,8,437,333,17,5480,5436,1358,33,94,0,0,2,43,939,258
805,alphaindustries.com,subdomains,23.227.38.65,,57,302895,1945,1406,1,4,1814,1495,29,304667,304445,11676,216,255736,0,0,4,8,43507,104421
806,sexyrealsexdolls.com,subdomains,23.227.38.32,,46,871735,489,284,0,0,431,373,104,1478608,1478382,191981,223,1426026,2,0,0,0,24011,120556
807,sharkrobot.com,subdomains,23.227.38.32,,43,1058517,1279,746,1,4,1328,1096,52,940607,940249,13819,179,21730,0,0,2,8,22283,81369
808,zapaka.com,subdomains,23.227.38.32,,26,5383455,355,203,0,0,192,152,14,24059,13100,606,10958,1703,0,0,0,0,1959,82
809,writeonblackboard.com,subdomains,23.227.38.32,,20,8025770,71,46,0,0,65,62,6,131,118,38,13,4,0,0,0,0,197,233
810,dl1961.com,subdomains,23.227.38.32,,53,455005,1458,1239,0,3,1238,1026,17,54707,54496,3908,211,3144,0,0,0,7419,4651,7382
811,creativekids.com,subdomains,23.227.38.32,,21,7750666,103,54,1,1,101,96,5,652,640,155,12,37,0,0,6,2,2093,1065
812,directnail.com,subdomains,23.227.38.32,,0,75696233,59,7,0,0,43,42,10,142,142,134,0,1,0,0,0,0,2687,503
813,hellonoemie.com,subdomains,23.227.38.32,,35,2256221,198,120,0,0,216,198,32,27223,27199,26367,22,25579,2,0,0,0,4827,3493
814,heysilkyskin.com,subdomains,162.255.119.177,,13,12745916,29,7,0,0,29,26,4,127,124,105,1,9,0,2,0,0,536,1071
815,junkbrands.com,subdomains,23.227.38.32,,34,2384945,289,155,0,0,279,236,27,3066,3034,872,32,1267,0,0,0,0,19306,25637
816,venroy.com.au,subdomains,23.227.38.32,,35,2276632,242,203,0,0,228,208,9,2475,2469,793,6,325,0,0,0,0,2589,2253
817,tribe-trendy.com,subdomains,23.227.38.65,,1,55198047,4,1,0,0,4,4,0,4,4,3,0,0,0,0,0,0,26,0
818,afloral.com,subdomains,23.227.38.32,,60,239510,2794,1799,0,1,1978,1471,109,41987,41855,19951,123,3613,1,1,0,6,71095,94964
819,shepherdsheart.life,subdomains,23.227.38.32,,7,21167941,147,114,0,0,155,133,800,3584,3582,99,0,21,0,0,0,0,220,8
820,drakegeneralstore.ca,subdomains,23.227.38.32,,48,763448,809,707,0,0,666,573,10,10612,10559,607,47,1199,0,6,0,0,13553,7490
821,giftdelta.us,subdomains,23.227.38.65,,,,7,0,0,0,7,7,0,11,7,7,0,0,0,4,0,0,1,0
822,bodywellspring.com,subdomains,23.227.38.32,,,,1,0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,39,19
823,corkcicle.com,subdomains,23.227.38.32,,65,147124,2291,1922,0,5,1807,1459,28,95280,94877,5645,40,4835,0,361,0,5224,12072,39833
824,mypatriotsupply.com,subdomains,23.227.38.32,,65,151820,2700,2010,0,3,1813,1419,291,917202,819951,17003,97221,724145,17,12,0,8,22368,35743
825,angelusdirect.com,subdomains,23.227.38.65,,45,966251,754,428,0,1,729,611,131,171580,171461,2879,118,126113,0,1,0,27,43430,57886
826,shoplostfound.com,subdomains,23.227.38.32,,34,2446665,434,353,0,1,420,376,14,47660,47649,1312,11,27,0,0,0,26,4274,6166
827,evolvemedia.agency,subdomains,23.227.38.32,,2,41484169,29,15,0,0,31,31,14,160,159,38,1,2,0,0,0,0,983,373
828,vilros.com,subdomains,23.227.38.32,,43,1070562,216,123,0,7,226,210,71,11477,11429,422,48,31,0,0,0,30,12104,3374
829,coolritzy.com,subdomains,,,,,1,0,0,0,1,1,3,1,1,1,0,0,0,0,0,0,71,1
830,tigerfitness.com,subdomains,23.227.38.32,,57,314773,1348,672,2,8,1276,1067,148,30510,29962,9585,440,9770,2,106,10,99,59959,61091
831,avocet-hardware.co.uk,subdomains,23.227.38.32,,44,1005915,197,150,0,0,162,144,12,7251,7242,452,9,739,0,0,0,0,2417,3330
832,fazeclan.com,subdomains,23.227.38.32,,54,430967,666,345,0,1,684,577,14,8505,8500,4325,5,2569,0,0,0,3,23030,68438
833,johnnycupcakes.com,subdomains,23.227.38.32,,60,237195,2998,2603,0,14,1532,1296,28,142535,142484,3195,38,3968,0,0,0,48,12236,12022
834,lemsshoes.com,subdomains,23.227.38.32,,54,418500,780,567,0,0,676,580,136,16298,16142,6542,156,10148,0,0,0,0,12376,20822
835,fleshlight.eu,subdomains,23.227.38.32,,42,1143557,346,208,0,0,350,320,25,10157,10028,963,49,548,2,0,0,0,4210,16286
836,allynature.com,subdomains,23.227.38.32,,10,16990638,38,24,0,1,36,35,12,125,123,32,2,13,0,0,0,2,51,0
837,dutildenim.com,subdomains,23.227.38.65,,34,2376175,274,207,0,1,259,234,243,3207,2760,375,443,94,4,0,0,2,3390,4503
838,infinitestylebyanntaylor.com,subdomains,23.227.38.32,,45,965370,215,139,1,0,198,176,19,5334,5298,3430,36,2301,0,0,1,0,4055,1995
839,misslola.com,subdomains,23.227.38.32,,46,888837,903,687,0,0,529,388,7,21811,10507,1207,11304,594,0,0,0,0,20683,50123
840,v-moda.com,subdomains,23.227.38.32,,67,126847,2778,2098,0,4,2419,1926,14,443462,443294,9987,153,387827,15,0,0,19,9417,65087
841,yeeyeeapparel.com,subdomains,23.227.38.32,,32,2846899,299,191,0,0,253,219,9,1272,1223,396,46,39,0,0,0,0,6669,8332
842,thebalm.com,subdomains,23.227.38.32,,64,161840,4067,3602,0,2,1928,1497,24,112273,111800,15756,469,4314,3,0,0,601,22151,113605
843,bigredgadgets.com,subdomains,23.227.38.32,,16,10927833,49,19,0,0,30,28,14,238,184,124,50,8,0,3,0,0,707,555
844,thickassglass.com,subdomains,23.227.38.32,,31,3280201,253,147,0,1,234,214,51,7956,7908,3832,35,1436,0,0,0,1,16999,52714
845,potatoparcel.com,subdomains,23.227.38.32,,44,1033030,648,486,0,2,603,514,21,15469,15339,695,130,66,0,0,0,14,7192,21097
846,suta.in,subdomains,23.227.38.32,,22,7361315,67,34,0,0,71,67,25,306,306,141,0,5,0,0,0,0,1383,3247
847,mintzwhistles.com,subdomains,23.227.38.32,,0,79087616,10,5,0,0,11,10,5,91,88,12,3,0,0,0,0,0,98,147
848,faithfullthebrand.com,subdomains,23.227.38.32,,46,875979,794,667,0,0,648,533,76,7609,7576,721,33,1431,0,0,0,0,2970,21655
849,bestchoiceproducts.com,subdomains,23.227.38.32,,49,698041,906,569,0,4,880,720,27,104107,103013,3792,1093,3547,0,0,0,7216,90425,51524
850,chomps.com,subdomains,23.227.38.32,,44,990514,608,443,0,0,491,429,257,2588,2467,932,121,191,0,0,0,0,19106,21127
851,downeastbasics.com,subdomains,23.227.38.32,,50,642571,2461,2127,0,1,1054,858,61,183219,183101,4423,82,3593,2,0,0,9,12392,56003
852,frankiesbikinis.com,subdomains,23.227.38.32,,48,740076,849,673,0,1,730,604,88,47032,46887,2615,130,3251,0,2,0,42,15409,43122
853,limericki.com,subdomains,23.227.38.32,,33,2771008,955,822,0,1,451,384,564,181603,181222,1209,358,6557,1,0,0,2,9950,13301
854,onemessybun.com,subdomains,23.227.38.32,,0,73731578,20,7,0,0,20,20,8,58,58,35,0,2,0,0,0,0,709,449
855,pescience.com,subdomains,23.227.38.32,,40,1414427,504,271,0,1,467,402,17,35022,34756,30931,168,972,0,0,0,2,14605,31171
856,rubinoshoes.com,subdomains,23.227.38.32,,19,8372416,152,103,0,0,162,151,12,2733,2528,620,100,839,105,0,0,0,24242,23025
857,stagprovisions.com,subdomains,23.227.38.32,,46,872604,585,451,0,0,488,429,88,6162,6071,1057,88,1604,0,0,0,0,20386,16786
858,svsound.com,subdomains,23.227.38.32,,62,204298,1626,927,1,4,1699,1260,448,2715025,2714601,2567857,420,2621903,3,0,2,5,27444,60748
859,thelegendsbrand.com,subdomains,23.227.38.32,,26,5113155,73,49,0,0,86,77,16,1760,1663,113,97,1486,0,0,0,0,1613,2366
860,thelittlemarket.com,subdomains,23.227.38.32,,60,228518,1860,1613,0,3,1390,1113,502,62393,62346,1995,34,2776,7,6,0,47,13456,15653
861,thryveinside.com,subdomains,23.227.38.32,,38,1657361,458,386,0,1,486,425,303,59932,59802,336,34,84,0,0,0,16,2717,1897
862,wholesalesparkle.com,subdomains,23.227.38.32,,4,29049241,40,24,0,0,36,32,6,194,194,58,0,8,0,0,0,0,3582,2074
863,alienmood.com,subdomains,23.227.38.65,,10,16144997,78,36,0,1,89,85,8,437,432,205,5,12,0,0,0,1,4204,8290
864,a-j-e.com.au,subdomains,23.227.38.32,,42,1153867,692,604,0,1,519,437,9,9433,9405,1106,26,1994,2,0,0,2,2238,3669
865,undefeated.com,subdomains,23.227.38.32,,59,257969,1881,1634,1,3,1472,1246,13,68083,67945,4073,132,8924,1,0,5,232,67447,84371
866,designpublic.com,subdomains,23.227.38.32,,55,359852,4304,3862,0,3,1658,1327,23,437477,436227,28474,602,67541,3,343,0,12,13045,2855
867,paysocialmedia.com,subdomains,23.227.38.32,,8,19948442,20,6,0,0,25,25,10,168,56,45,112,0,0,0,0,0,519,126
868,herbaffair.com,subdomains,23.227.38.32,,33,2606323,268,132,0,1,268,239,56,2272,2110,1307,156,149,0,4,0,3,7391,5658
869,styleshwo.com,subdomains,23.227.38.32,,0,157267568,11,1,0,0,13,13,5,36,36,35,0,0,0,0,0,0,74,1
870,lovefashion.co.uk,subdomains,23.227.38.32,,9,17876711,76,34,0,0,88,86,11,641,637,330,4,139,0,0,0,0,832,718
871,attitudeliving.com,subdomains,23.227.38.32,,45,912123,778,587,0,4,677,582,118,22076,21484,3388,389,2658,0,201,0,479,11869,8627
872,bellamihair.com,subdomains,23.227.38.65,,52,495428,1338,865,0,4,1154,909,59,100315,99996,9304,315,3084,0,0,0,12,67528,118609
873,c2wireless.com,subdomains,23.227.38.32,,13,12795774,37,19,0,0,38,37,42,64110,48961,50,15149,47,0,0,0,0,1406,170
874,gc2b.co,subdomains,23.227.38.32,,41,1225912,397,270,0,5,357,316,33,2723,2720,571,1,86,2,0,0,6,5833,71953
875,heavyhitters.co,subdomains,23.227.38.32,,35,2187090,260,147,0,0,248,226,17,790,744,323,46,29,0,0,0,0,3056,8180
876,kennedyblue.com,subdomains,23.227.38.32,,51,571777,684,505,0,0,521,454,580,3500,3436,876,61,126,0,0,0,0,46263,48889
877,langehair.com,subdomains,23.227.38.32,,36,2126748,368,189,0,0,360,298,149,3691,3614,859,77,1408,0,0,0,0,33256,24956
878,letsmakeart.com,subdomains,23.227.38.32,,23,6690656,169,88,0,0,164,143,21,1027,1023,513,4,54,0,0,0,0,10867,9700
879,mintwoodhome.com,subdomains,23.227.38.32,,17,10164482,294,263,0,2,281,244,194,41605,41604,179,1,458,0,0,0,8,1803,633
880,promixnutrition.com,subdomains,23.227.38.32,,33,2739102,246,136,0,0,250,218,84,1067,1029,456,38,32,0,0,0,0,12475,12492
881,racedayquads.com,subdomains,23.227.38.65,,47,785674,619,370,0,3,643,500,110,75784,75623,5257,154,375,2,3,0,155,20990,37833
882,senitaathletics.com,subdomains,23.227.38.32,,40,1363800,328,236,0,0,280,239,47,1849,1826,384,23,96,0,0,0,0,5429,13063
883,shopnewrepublic.com,subdomains,23.227.38.32,,32,2967926,253,132,0,0,245,218,9,3570,3274,397,296,112,0,0,0,0,3579,9048
884,thehundreds.com,subdomains,23.227.38.32,,71,73596,5840,5245,0,20,3313,2522,6988,660910,660649,10702,203,41703,0,0,0,80,96416,88175
885,usagundamstore.com,subdomains,23.227.38.32,,27,4885508,225,96,0,1,227,207,80,142505,142435,736,70,140848,0,0,0,6,40832,97585
886,beachbunnyswimwear.com,subdomains,23.227.38.32,,48,776656,1396,1040,0,1,1014,869,35,29028,28752,12181,274,8167,0,0,0,2,21461,41465
887,kissmyketo.com,subdomains,23.227.38.32,,49,689547,580,382,0,6,582,482,433,5290,5041,2377,242,353,0,0,0,12,46407,40696
888,lazyoaf.com,subdomains,23.227.38.32,,62,188581,3067,2755,0,2,1705,1311,983,67722,65929,4276,1789,4584,0,1,0,6,23925,81331
889,arteza.com,subdomains,23.227.38.32,,42,1132823,482,251,0,0,502,411,22,47562,47417,6712,143,9382,0,2,0,0,29582,26473
890,texturing.xyz,subdomains,23.227.38.32,,38,1589096,223,140,0,1,227,215,52,2806,2802,599,4,11,0,0,0,2,3585,2986
891,fatpanda.ca,subdomains,23.227.38.32,,7,22388501,79,42,0,0,89,87,21,621,612,177,9,10,0,0,0,0,8123,10895
892,xouxouberlin.com,subdomains,23.227.38.65,,35,2365010,209,147,0,0,211,175,56,651,649,178,2,43,0,0,0,0,1795,4703
893,aimcam.co.uk,subdomains,23.227.38.32,,11,14854841,20,15,0,0,23,23,17,110,91,8,19,68,0,0,0,0,163,301
894,catricecosmetics.com,subdomains,23.227.38.32,,28,4125777,229,152,0,0,205,178,11,34678,31977,1368,2701,33,0,0,0,0,3336,8425
895,bravuraboutique.co.uk,subdomains,23.227.38.65,,5,26405611,9,7,0,0,13,10,6,4775,3711,2,0,0,0,0,0,0,481,481
896,thenineclub.com,subdomains,23.227.38.32,,33,2822865,174,109,0,0,198,182,33,18421,18378,2940,8,691,0,0,0,0,3207,4501
897,thewastedhour.shop,subdomains,,,4,29240275,7,3,0,0,7,7,12,233,233,10,0,38,0,0,0,0,50,0
898,vegancheeseshop.co.uk,subdomains,23.227.38.32,,0,151596993,3,1,0,0,3,3,105,3,3,2,0,0,0,0,0,0,186,38
899,cuteelva.com,subdomains,23.227.38.32,,0,95097969,6,3,0,0,6,6,0,7,7,4,0,0,0,0,0,0,0,0
900,qualtry.com,subdomains,23.227.38.32,,32,3086733,227,84,0,0,230,188,31,3035,2759,1445,276,360,0,0,0,0,9381,9057
901,dropps.com,subdomains,23.227.38.32,,45,936167,769,592,0,1,537,460,689,21380,21142,1371,238,7933,0,0,0,2,14752,20601
902,archetypethemes.co,subdomains,23.227.38.32,,52,491682,40,15,0,0,31,29,12,169,169,90,0,2,0,0,0,0,2278,532
903,vapoureyes.com.au,subdomains,23.227.38.32,,35,2367466,148,64,0,0,134,121,77,8166,8155,2326,11,123,0,0,0,0,22099,36775
904,maperformance.com,subdomains,23.227.38.32,,46,841196,1532,779,0,1,1665,949,269,216725,216663,17339,50,73901,2,0,0,43,101607,100223
905,grandado.com,subdomains,23.227.38.32,,22,7071992,286,155,0,0,268,252,32,8819,8785,552,22,544,0,12,0,0,83643,22381
906,chiclulu.com,subdomains,23.227.38.32,,0,164168239,11,1,0,0,11,11,8,51,50,48,1,0,0,0,0,0,235,27
907,shopmarlacatherine.com,subdomains,23.227.38.32,,1,50008227,46,19,0,0,52,51,7,339,339,225,0,0,0,0,0,0,626,620
908,singularu.com,subdomains,23.227.38.32,,38,1589731,382,326,0,1,356,302,15,4083,4071,195,11,294,0,1,0,7,8265,37912
909,theoriginalscrapbox.com,subdomains,23.227.38.32,,38,1746631,1980,1199,0,4,861,733,198,71413,71362,7178,26,15966,2,0,0,36,7434,22224
910,nuxthub.com,subdomains,23.227.38.32,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,3
911,yamoto.it,subdomains,23.227.38.32,,1,49971820,5,2,0,0,5,5,0,15,15,7,0,0,0,0,0,0,71,6
912,cvlinens.com,subdomains,23.227.38.32,,34,2570904,725,537,0,0,637,495,99,9821,9637,1800,182,4808,2,0,0,0,36950,36675
913,bigmouthinc.com,subdomains,23.227.38.32,,51,584867,734,599,0,0,704,579,60,6647,6636,1119,6,1091,5,0,0,0,8845,8552
914,bleurodbeattie.com,subdomains,23.227.38.32,,12,13807268,50,35,0,1,56,54,36,288,288,191,0,104,0,0,0,4,881,1071
915,celebratinghomedirect.com,subdomains,23.227.38.32,,38,1664600,969,751,1,0,545,495,11,71157,69552,1574,1552,3997,0,18,4,0,3890,6770
916,clearlycharlotte.com,subdomains,23.227.38.65,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3
917,crawfordperformance.com,subdomains,23.227.38.32,,31,3203177,536,402,0,3,535,468,47,4672215,4672207,1774,8,4610981,0,0,0,7625,8243,8420
918,criquetshirts.com,subdomains,23.227.38.32,,50,646647,464,348,0,0,431,396,104,28532,28363,6700,169,13005,0,0,0,0,6861,6306
919,dwellsmart.com,subdomains,23.227.38.32,,39,1453915,587,503,0,0,315,280,68,12515,12511,822,4,293,0,0,0,0,4833,3518
920,funboy.com,subdomains,23.227.38.32,,46,869169,937,799,0,2,903,777,138,41107,41071,584,32,613,0,4,0,23,7871,9945
921,indosole.com,subdomains,23.227.38.32,,44,1011675,532,438,1,2,419,358,354,3116,3078,430,38,670,0,0,2,2,2500,2202
922,knowfoods.com,subdomains,23.227.38.32,,41,1258316,465,318,0,0,477,396,70,2801,2727,620,72,675,2,0,0,0,2639,11356
923,lpaventure.com,subdomains,23.227.38.32,,23,6840883,165,63,0,0,161,149,71,4327,4325,2695,2,171,0,0,0,0,5951,11197
924,madaluxevault.com,subdomains,23.227.38.32,,10,17130647,41,17,0,0,45,41,22,1266,1266,794,0,513,0,0,0,0,1387,333
925,onecountrygive.com,subdomains,23.227.38.32,,5,27492507,26,13,0,0,30,30,8,2167,2167,29,0,2096,0,0,0,0,710,135
926,youthmonster.com,subdomains,23.227.38.32,,11,15008399,12,9,0,0,8,6,10,334,334,10,0,49,0,0,0,0,2464,133
927,rockymountainsoap.com,subdomains,23.227.38.32,,54,417942,1091,870,0,2,816,711,232,12094,12036,1272,31,830,0,4,0,11,24280,13582
928,rubberstamps.com,subdomains,23.227.38.32,,31,3330110,405,237,4,0,391,318,160,3343,3293,1227,43,495,7,0,11,0,14880,52983
929,seatosummitusa.com,subdomains,23.227.38.32,,53,450773,900,711,0,1,794,651,202,19320,19314,4993,6,1343,0,0,0,7,31410,41689
930,skim-a-round.com,subdomains,23.227.38.32,,7,21343680,61,18,0,0,63,63,14,473,463,354,10,36,0,0,0,0,1003,7897
931,smallwoodhome.com,subdomains,23.227.38.32,,37,1827953,384,237,0,0,309,221,13,2170,2161,1270,9,163,0,0,0,0,16834,19141
932,untilgone.com,subdomains,23.227.38.32,,21,7643289,654,479,0,2,574,503,63,85104,83166,9599,1936,1706,2,0,0,518,16430,9583
933,woodlandessence.com,subdomains,23.227.38.32,,35,2234829,364,314,0,3,343,283,41,70062,70061,599,1,56,0,0,0,104,3085,2981
934,nicotineriver.com,subdomains,23.227.38.32,,26,5438490,411,284,0,1,404,361,17,56055,55902,1322,153,1950,0,0,0,21,1129,5711
935,tenzotea.co,subdomains,23.227.38.65,,33,2794312,506,368,1,3,455,412,58,54845,54825,4956,20,305,0,0,1,60,6018,11310
936,vitabiotics.com,subdomains,23.227.38.65,,60,239954,1606,1156,1,6,1449,1187,416,47032,45675,5313,1353,7513,3,1,55,15,21603,36010
937,killcliff.com,subdomains,23.227.38.32,,54,424217,711,536,0,1,643,552,166,51674,51615,918,55,36597,0,1,0,1,16139,16534
938,wandrd.com,subdomains,23.227.38.32,,50,670240,617,423,0,0,575,511,269,11753,11616,2981,123,1270,11,2,0,0,2998,6632
939,voltaat.com,subdomains,23.227.38.32,,1,47919499,3,1,0,0,4,4,88,11,11,10,0,1,0,0,0,0,183,10
940,kaaum.com,subdomains,23.227.38.32,,35,2320560,222,96,0,0,155,139,13,1470,988,338,3,303,10,469,0,0,8672,10332
941,flosmall.com,subdomains,23.227.38.32,,25,6244401,222,118,0,0,240,219,23,4140,4081,1917,59,402,0,0,0,0,537,1141
942,lentiapois.it,subdomains,23.227.38.64,,4,30923918,5,5,0,1,4,4,78,59,59,0,0,5,0,0,0,18,869,103
943,lovehearten.com,subdomains,23.227.38.32,,0,116683207,5,3,0,0,5,5,5,8,8,4,0,2,0,0,0,0,76,4
944,materialcasa.com,subdomains,23.227.38.64,,0,87843865,5,3,0,0,6,6,26,11,11,3,0,0,0,0,0,0,696,78
945,twinnytube.it,subdomains,23.227.38.65,,4,28321691,14,8,0,0,17,16,8,55,55,11,0,0,0,0,0,0,806,871
946,hoonigan.com,subdomains,23.227.38.32,,53,435060,1287,752,0,2,1346,1021,98,15217,15191,9369,6,487,0,0,0,3,43356,69934
947,iheartraves.com,subdomains,23.227.38.32,,62,193989,1004,546,0,13,953,790,141,42630,42338,9510,286,22819,0,4,0,50,86565,130176
948,frenchistore.com,subdomains,,,0,150527318,2,1,0,0,3,3,7,3,3,2,0,0,0,0,0,0,22,7
949,xtremeskins.co.uk,subdomains,,,14,11659203,241,126,0,1,237,218,27,2841,2835,631,5,11,1,0,0,11,25335,18979
950,sojo.hu,subdomains,23.227.38.32,,2,40515136,22,7,0,0,22,19,5,140,135,53,5,0,0,0,0,0,5314,5347
951,hyperlitemountaingear.com,subdomains,23.227.38.32,,61,212085,1078,846,0,1,948,813,183,115691,115498,7149,36,41571,9,0,0,7,21244,24832
952,styleaddict.com.au,subdomains,23.227.38.32,,25,5811015,390,313,0,2,357,314,21,70147,70117,1379,30,51,0,0,0,3453,739,2984
953,collins.co.uk,subdomains,23.227.38.32,,70,98923,2888,2276,3,185,2251,1839,97,28581433,28579573,9108,1822,2890,15,13,16,1056,45088,63200
954,modiphius.net,subdomains,23.227.38.32,,55,391471,1303,1037,0,1,1170,981,310,85113,85085,2984,27,2533,0,1,0,34,22328,79688
955,churchsource.com,subdomains,23.227.38.32,,63,178638,950,718,2,4,1009,723,95,18317280,18306345,3168,10905,50012,2,2,4,19,10664,5405
956,harrisfarm.com.au,subdomains,23.227.38.32,,61,223691,1072,794,0,1,892,752,144,191351,191115,2560,232,4281,0,0,0,2,36404,42646
957,hem.com,subdomains,23.227.38.32,,58,295000,1378,1166,0,3,1232,1018,74,33290,33172,2747,106,16299,0,0,0,3,10747,43441
958,tuksonora.com,subdomains,,,5,25519133,18,8,0,0,17,17,6,59,59,31,0,14,0,0,0,0,4105,4204
959,facetory.com,subdomains,23.227.38.32,,34,2389174,497,338,0,0,498,416,46,3583,3418,806,163,622,2,0,0,0,8176,13315
960,luxyhair.com,subdomains,23.227.38.32,,69,102672,2069,1437,0,10,1795,1320,225,23965,23554,7822,402,2491,1,8,0,1480,197456,243864
961,ivoryella.com,subdomains,23.227.38.32,,54,431508,809,587,0,5,723,609,63,52884,52806,5056,76,3629,0,0,0,48,16204,83309
962,stmtuned.com,subdomains,23.227.38.32,,25,5686274,448,68,0,0,639,286,55,508864,508841,2729,21,504282,0,2,0,0,34909,21372
963,skylar.com,subdomains,23.227.38.32,,50,621447,621,450,0,1,579,468,147,3770,3625,1593,145,727,0,0,0,1,6260,4032
964,capeclasp.com,subdomains,23.227.38.32,,27,4600478,97,62,0,2,95,84,256,1011,1003,112,8,256,0,0,0,493,2459,1813
965,byronbaybamboo.com.au,subdomains,23.227.38.32,,2,42742570,11,4,0,0,13,13,11,173,98,90,75,22,0,0,0,0,548,257
966,troyleedesigns.com,subdomains,23.227.38.65,,67,119804,1949,1606,0,2,1802,1482,58,902823,901776,12756,979,187861,0,0,0,6,27579,41341
967,rhinoshield.tw,subdomains,23.227.38.32,,36,2040127,200,105,0,3,223,201,66,31167,31015,1317,150,7,2,0,0,5,7946,120761
968,solarisjapan.com,subdomains,23.227.38.32,,42,1142107,968,603,0,1,996,827,25,1423191,1402279,18642,20867,527331,2,43,0,9,172185,69130
969,shopplanetblue.com,subdomains,23.227.38.32,,58,290504,3132,2728,0,1,1523,1239,33,105142,104860,17345,249,31543,0,25,0,2,21029,51524
970,beautihara.com,subdomains,23.227.38.32,,6,23491517,14,1,0,0,15,15,12,63,63,61,0,0,0,0,0,0,996,23
971,4evercleanceramic.com,subdomains,23.227.38.65,,0,121987296,7,1,0,0,7,7,4,49,49,29,0,0,0,0,0,0,46,51
972,begears.com,subdomains,23.227.38.32,,14,12177907,28,6,0,0,26,25,8,79,79,67,0,18,0,0,0,0,387,61
973,chiensage.fr,subdomains,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
974,fairfeet.fr,subdomains,23.227.38.32,,12,13593819,185,183,0,1,174,148,63,39782,39782,3,0,19,0,0,0,29,914,498
975,lamaisondubambou.com,subdomains,23.227.38.65,,11,15143815,20,17,0,0,19,18,10,51,50,7,1,8,0,0,0,0,1377,446
976,rarebackwoodscigars.com,subdomains,23.227.38.32,,5,26081066,3,1,0,0,3,3,9,5,5,4,0,2,0,0,0,0,42,44
977,runningpocket.com,subdomains,,,,,3,0,0,0,3,3,0,3,2,2,1,0,0,0,0,0,7,5
978,splendafy.com,subdomains,23.227.38.32,,12,13339335,15,8,0,0,10,9,7,47,46,29,0,0,0,1,0,0,375,152
979,thebalticclub.com,subdomains,23.227.38.32,,21,7449313,101,87,1,0,104,96,100,28417,28264,35,2,2448,0,1,33,0,1312,794
980,5starhookah.com,subdomains,23.227.38.32,,25,5901898,150,63,0,0,153,143,22,4165,4094,3419,71,180,0,0,0,0,6803,12596
