IP Range,23.227.38.0 - 23.227.38.255,,https://myip.ms/browse/sites/1/ipID/23.227.38.0/ipIDii/23.227.38.255/sort/6/asc/1#top,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Domain Info,,,,,,,,,,,,,,,,,SEO,,,,,,
No,Web Site,Website IP Address,Web Hosting Company / IP Owner,Web Hosting / Server IP Location,Web Hosting City,World Site Popular Rating,World Site Popular Rating (MyIP),Alexa Global Ranking,TLD,Company Name (Clearbit),Description (Clearbit),Selling?,Country (Clearbit),Category,SIC (Standard Industrial Classification),NAICs,Estimated Revenue (Clearbit),Reported Revenue (Clearbit),Brand Search Volume (Keywords Everywhere),Referring Domains (Ahrefs),Backlinks (Ahrefs),Keywords (Ahrefs),Traffic (Ahrefs)
78,shirtz.cool,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,300","26,300",57356,cool,Cool Shirtz ðŸŒˆ,Only Cool Shirtz - Shipped Worldwide.,Apparel,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,381,4520,10429,24537
79,eightvape.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,589","26,589",26646,com,EightVape,"Best online vape shop in usa, stock cheap vape kits, mods, vape juice, e cigarette, e-liquids including vapordna, element vape, direct vapor, misthub, our vapor store and products such as the SMOK Alien Kits, the Wismec Reux Tanks, the iJoy EXO RBAs, a...",Vape Supplies,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,,,4400,649,18543,84398,196387
80,rhinoshield.fr,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,647","26,647",84741,fr,RhinoShield,"RhinoShield innove continuellement dans les sciences des matÃ©riaux afin de concevoir des protections d'une qualitÃ© inÃ©galÃ©e. Les matÃ©riaux que nous utilisons permettent d'obtenir un degrÃ© de protection trÃ¨s Ã©levÃ© pour votre tÃ©lÃ©phone, tout en en minimi...",Phone cases,FR,Computer Networking,Electronic & Other Electrical Equipment (No Computer Equip),Manufacturing,$1M-$10M,,13300,413,75077,30434,115857
81,carolazeta.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 26,858","26,858",16440,com,Carola Zeta,"Carola Zeta offers a selection of the highest fashion brands for clothing, shoes and accessories.",Apparel,,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$1M-$10M,,0,56,3083,2224,44
82,overtone.co,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,932","26,932",70996,co,oVertone,Cruelty-free fantasy color depositing conditioners to keep you at your best and brightest.,Haircare,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,8700,898,5509,44525,89224
83,knockaround.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,960","26,960",71167,com,Knockaround,"Knockaround is the original affordable sunglasses, offering classically styled shades in a wide range of colors. Quality shades starting at $10 | Shop Now!",Sunglasses,US,Consumer Staples,Blank Checks,FinanceandInsurance,$1M-$10M,,22200,1050,21214,28765,56397
84,rhone.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 26,974","26,974",51075,com,Rhone,Rhone Apparel is an American startup company producing and selling men's sportswear.,Apparel,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,60500,1100,10373,27717,27878
85,thesill.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 27,748","27,748",51116,com,The Sill,"Your garden center online. Easy-care plants delivered to your door, anywhere in the USA. Indoor houseplants and locally-made pots. NYC plant care workshops.",Plants,US,Consumer Discretionary,Retail-Miscellaneous Retail,RetailTrade,,,1900,2017,19206,39306,75322
86,diffeyewear.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 28,141","28,141",58780,com,DIFF,"Shop DIFFs fashionable hand crafted designer sunglasses, blue light glasses, and prescription eyeglasses. DIFF donates the gift of sight to someone in need for every paid sold.",Sunglasses,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,$1M-$10M,,90500,1118,15695,10303,19017
87,shethinx.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 28,532","28,532",31774,com,THINX,"The company has two brands, Speax and THINX.",Lingerie,US,Consumer Staples,Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,110000,4934,41385,48351,133651
88,factoryoutletstore.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 28,591","28,591",67256,com,Factory Outlet Store,"Shop popular consumer brands at discounted factory outlet prices at FactoryOutletStore.com. We carry hundreds of brands like Garmin, Humminbird, AT&amp;T, Panasonic, Motorola, Braun, Norelco, Wahl, Petsafe, MotorGuide and more.",Deal site,US,Consumer Discretionary,Retail-Department Stores,RetailTrade,$1M-$10M,,9900,2115,100205,79159,20895
89,blenderseyewear.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 28,652","28,652",65510,com,Blenders Eyewear,Next-level sunglasses. Slope-scorching ski goggles. Blenders Eyewear has the look you need and the performance to match. Shop today.,Sunglasses,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,60500,728,62576,22572,38234
90,vapordna.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 28,802","28,802",36488,com,VaporDNA,"VaporDNA serves the vaping community with varieties of top-quality Ecigs, Vape Juice, vape MODS, portable devices, and accessories at an affordable price.",Vape Supplies,US,Consumer Staples,,RetailTrade,,,480,1548,687324,125096,367761
91,chubbiesshorts.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 28,843","28,843",45783,com,Chubbies,"Radical shorts for your weekend. Free shipping, free exchanges and fit guaranteed.",Apparel,US,Consumer Staples,,RetailTrade,$10M-$50M,,135000,1863,12682,49247,138732
92,rxmance.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 28,937","28,937",353236,com,rxmance,Shop The Latest Rxmance Collection & Vintage Archive. We've been Perfecting Unisex Tees & Sweats Since 2005. Made in Los Angeles. Free Shipping Over $100.,Apparel,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,480,61,2038,319,111
93,stateofescape.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 28,941","28,941",96480,com,State of Escape,State of Escape are the designers and creators of the original Escape perforated neoprene and sailing rope carryall tote. Designed and made in Australia.,Apparel,US,Consumer Staples,Leather & Leather Products,Manufacturing,,,12100,317,1543,1283,4218
94,hatandbeyond.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,061","29,061",43122,com,Hat and Beyond,"Shop Hat and Beyond now for our premium collections featuring from basic essentials to top quality sportswear. We are Los Angeles-based, providing free shipping on any order.",Apparel,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,590,48,165,1871,954
95,summersalt.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,200","29,200",78955,com,SUMMERSALT,Designer swimwear without the designer price tag! 5x stronger (and cuter) than your ordinary suit. Everything is under $95.,Swimwear,US,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$1M-$10M,,2600,763,7548,11491,12671
96,lovepopcards.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,311","29,311",89948,com,LovePop Cards,Lovepop cards are 3D paper pop up greeting cards for all occasions. A lovepop is a beautiful keepsake that unfolds like a miniature surprise.,Cards,US,Internet,"Services-Engineering, Accounting, Research, Management","Professional, Scientific, and Technical Services",$10M-$50M,,40500,1332,22502,71312,104587
97,smokecartel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,549","29,549",124833,com,Smoke Cartel,"Smoke Cartel is the trusted online head shop with free shipping, instant returns, and top notch customer support. Shop for glass water bongs, dab rigs, hand pipes, vaporizers and other smoking accessories. Top brands and the best prices. Save big by sh...",Vape Supplies,US,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,,,8100,1325,1104595,46828,96230
98,famovape.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,659","29,659",96068,com,Famovape,"Famovape's founders have been working hard in the vaping industry and have not forgotten their original intentions. The time flow shifted to 2017. After thinking about it, the entire founding team finally gave up the high salary of other companies and ...",Vape Supplies,,,,,,,0,50,1462,401,287
99,ruggable.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,673","29,673",31330,com,Ruggable,"Shop area rugs, accent rugs and runner rugs at Ruggable. Washable, stain-resistant and waterproof, our rugs are perfect for homes with kids and pets. Ships free!",Rugs,US,Consumer Discretionary,Engines & Turbines,Manufacturing,,,165000,543,3941,19996,25887
100,augustethelabel.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 29,752","29,752",273966,com,Auguste The Label,"Auguste The Label is a boutique brand dreamt up on Australiaâ€™s East Coast with a clear vision: to transcend trends and design future vintage pieces that will be loved for seasons to come. A proud member of the 1% For The Planet movement, the label is b...",Apparel,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,428,4877,4310,10605
101,boucherouiterug.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 29,923","29,923",87630,com,Moroccanrugs,"Natural Moroccan rugs , vintage Moroccan Berber carpets, Boucherouite rugs & Beni ourain rugs. 100% authentic Moroccan Berber Kilim Rugs , Vintage Tuareg Mats",Carpets,,Consumer Discretionary,"Retail-Home Furniture, Furnishings & Equipment Stores",RetailTrade,,,,186,604,340,43
102,ridgewallet.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 30,492","30,492",31504,com,The Ridge Wallet,"The Ridge Wallet is an expanding minimalist wallet that protects your cards and cash. Made from Aluminum, Titanium, Carbon Fiber, and Damascus.",,US,Consumer Discretionary,"Steel Works, Blast Furnaces & Rolling & Finishing Mills",Manufacturing,,,,1201,41549,19242,24608
103,nakedwolfe.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 30,930","30,930",19058,com,Naked Wolfe,Naked Wolfe is a Fast Fashion Designer Luxury Footwear Label for Men and Women. Shop The Superior Quality Combined With Leading-Edge Fashion Online At Naked Wolfe.,,,Consumer Staples,Leather & Leather Products,Manufacturing,,,,177,1636,6276,6105
104,dagnedover.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,050","31,050",57028,com,Dagne Dover,"Dagne Dover makes bags for humans getting the most out of life. Say goodbye chaos and #HelloDagne with our work bags, handbags, travel bags, gym bags, and laptop bags.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,1332,54716,17192,28700
105,accessoryplace.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,181","31,181",1185431,com,,"Accessory Place has the largest range of Baby Clothing Accessories for boys & girls segregated by your childâ€™s age. One-Stop Shop for baby shoes & booties, baby headbands, baby baseball caps, baby hats, baby umbrellas, baby winter accessories, Baby Soc...",,US,,,,,,,15,66,304,15
106,rayconglobal.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,592","31,592",37924,com,Raycon,"Introducing Raycon, the newest electronics brand by Ray J. By designing premium wireless audio at affordable prices without excessive markups, Raycon inspires the underdog in all of us. Power your journey to the top.",,US,Consumer Electronics,Radiotelephone Communications,Information,,,,580,11817,11187,26677
107,rebeccaminkoff.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,815","31,815",37733,com,Rebecca Minkoff,"Shop women&#39;s designer handbags, designer clothing, shoes, and accessories from Rebecca Minkoff, featuring on trend styles for every season.",,US,"Apparel, Accessories & Luxury Goods",Apparel & Other Finished Prods of Fabrics & Similar Matl,Manufacturing,$10M-$50M,,,8341,626359,36088,55174
108,flatspot.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,835","31,835",53356,com,Flatspot,"Est.1995 in the Southwest of England, Flatspot is an independent skate store and a leading online destination for men's contemporary fashion and streetwear.",,,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,1388,79216,23860,48715
109,bohme.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 31,847","31,847",20328,com,bÃ¶hme,"Explore Bohme's unique assortment of clothing, shoes, and accessories!",,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$10M-$50M,,,674,14965,13412,30068
110,thechivery.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,231","32,231",84359,com,The Chivery,"The Chive is a male-centric website owned and operated by Resignation, LLC.",,,Consumer Staples,Retail-Miscellaneous Retail,RetailTrade,$10M-$50M,,,1103,346133,25240,269474
111,puravidabracelets.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 32,237","32,237",20368,com,Pura Vida Bracelets,"Founded in Costa Rica, each purchase helps provide full-time jobs for artisans worldwide! Shop Pura Vida for the latest handmade bracelets and accessories.",,US,Consumer Discretionary,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$50M-$100M,,,2676,146726,65859,209952
112,misfitsmarket.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,240","32,240",70269,com,Misfits Market,"Misfits Market delivers ugly, but otherwise perfectly edible fruits and vegetables right to your door. Our mission is to combat food waste and provide affordable, healthy produce to the world.",,US,,,,,,,560,2273,15390,29528
113,mightyskins.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,252","32,252",232394,com,MightySkins,"MightySkins Vinyl Skins and Wraps Shop and create your own vinyl skins and decals for phones, laptops, VR gear, vapes, drones, tumblers, smart home devices and more. Explore MightySkins today!",,US,Consumer Discretionary,"Search, Detection, Navigation, Guidance, Aeronautical Sys",Manufacturing,$0-$1M,,,375,12840,66495,56050
114,eugfashion.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,322","32,322",72802,com,EUG FASHION Women's Apparel ...&...more,ÐœÐ°xi dresses | Hooded Coats | Plus Size Women Clothing We are Handcrafted Contemporary Womenswear. We are ALL SIZES & ALL AGES! We believe in the freedom and confidence that clothing can offer you!,,BG,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,,,,214,41908,716,12
115,vapejuicedepot.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,353","32,353",30760,com,VapeJuiceDepot,"Vape Juice Depot offers the largest selection of Premium Salt Nic eLiquids, Portable Pod Systems, Vape Kits, Tanks Cartridges, Coils & much more. FREE Shipping!",,US,Consumer Discretionary,Wholesale-Durable Goods,WholesaleTrade in United States,,,,312,3223,24134,20681
116,bungiestore.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 32,790","32,790",29908,com,Bungie,"The Bungie Store is the official store for Bungie, Inc., the developer of Destiny, Halo, Myth, Oni, and Marathon.",,US,,Services-Advertising,"Professional, Scientific, and Technical Services",,,,1457,27100869,45085,198076
117,spigen.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 32,791","32,791",12168,com,Spigen,"At Spigen, we are built on creating protective phone cases and accessories that push the boundaries of design, technology, and availability.",,US,Consumer Discretionary,,WholesaleTrade in United States,$10M-$50M,,,3507,221484,145158,341103
118,stratogrow.com,23.227.38.65,"Shopify, Inc",Canada,Ottawa,"# 33,002","33,002",507946,com,STRATO GROW,STRATO GROWã‚·ãƒ§ãƒƒãƒ—ã‚¢ã‚«ã‚¦ãƒ³ãƒˆã§ã™ã€‚ æ–°è£½å“æƒ…å ±ã€ã‚»ãƒ¼ãƒ«æƒ…å ±ã€å†å…¥è·æƒ…å ±ç­‰ç™ºä¿¡ã—ã¾ã™ã€‚ åº—ä¸»ã®ã‚¢ã‚«ã‚¦ãƒ³ãƒˆã¯ã“ã¡ã‚‰â†’@strato_alexk å–æ‰±ã„å•†å“ã®ã”ç›¸è«‡ã¯alexk1234ã«Wickr me!!,,,,,,,,,8,589,211,102
119,tokowakaya.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 33,319","33,319",83978,com,ä¼Šå‹¢ã¨ã“ã‚ã‹ã‚„,ãŠä¼Šå‹¢ã•ã‚“ã¨ã®ã”ç¸ã‚’ã‚ãªãŸã®ãŠå´ã« ã€Œä¼Šå‹¢ã¨ã“ã‚ã‹ã‚„ã€ ä¼Šå‹¢åž‹ç´™ã§æŸ“ã‚ãŸä¼Šå‹¢æœ¨ç¶¿ã€ŒãŠã‹ã’æ‰‹ã¬ãã„ã€ã¯ãƒŸãƒ©ãƒŽä¸‡åšã®æ—¥æœ¬é¤¨ã§å±•ç¤ºã€‚ä¼Šå‹¢å¿—æ‘©ã‚µãƒŸãƒƒãƒˆã§ã¯å…¬å¼è¨˜å¿µå“ã‚’æ‰‹æŽ›ã‘ã‚‹ã€‚,,,,,,,,,15,178,148,28
120,afends.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 33,569","33,569",24911,com,AFENDS,Afends Official online store is an alternative Byron Bay Clothing &amp; Fashion Brand leading the way in Organic Hemp fashion and Mens &amp; Womens Streetwear.,,AU,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,556,8968,15100,11636
121,47brand.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 33,575","33,575",55903,com,47,"47 is a privately held American clothing brand founded in 1947 by twin Italian immigrant brothers, Henry and Arthur D'Angelo.",,US,"Apparel, Accessories & Luxury Goods",Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$50M-$100M,,,997,69472,94180,95246
122,seavees.com,23.227.38.32,"Shopify, Inc",Canada,Ottawa,"# 33,674","33,674",129557,com,SeaVees,Shop classic menâ€™s and womenâ€™s footwear featuring premium materials and timeless design. Enjoy 15% off your first purchase. Easy returns and exchanges.,,US,Consumer Staples,Retail-Apparel & Accessory Stores,WholesaleTrade in United States,$1M-$10M,,,804,50062,6643,8816
123,tiege.com,23.227.38.64,"Shopify, Inc",Canada,Ottawa,"# 33,884","33,884",60784,com,Tiege Hanley,"We provide the best skin care for men, designed for all skin types at every age. Itâ€™s hassle free because we ship straight to your door. Our mission is Helping guys look and feel amazing by providing a simplified skin care system.",,US,Consumer Discretionary,Chemicals & Allied Products,Manufacturing,$1M-$10M,,,624,15670,30754,55167
